"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX646185","GSM1427364: G325E Ribo-seq; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP044064","DDX3X regulation of global translation is impaired by medulloblastoma-associated mutations [RiboSeq]","SRS654225","","1785.02","1","80719271","2384512352","","OTHER","TRANSCRIPTOMIC","other"
"SRX646184","GSM1427363: WT DDX3X Ribo-seq; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP044064","DDX3X regulation of global translation is impaired by medulloblastoma-associated mutations [RiboSeq]","SRS654224","","2925.65","1","138847639","3926452805","","OTHER","TRANSCRIPTOMIC","other"
"SRX646183","GSM1427362: vector control Ribo-seq; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP044064","DDX3X regulation of global translation is impaired by medulloblastoma-associated mutations [RiboSeq]","SRS654223","","2979.75","1","139047315","4029959474","","OTHER","TRANSCRIPTOMIC","other"
"SRX474115","GSM1331348: Arsenite riboseq, replicate 2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP038695","Ribosome profiling data obtained from HEK293T cells 30 minutes after treatment with arsenite to a final concentration of 40 µM","SRS560104","","5307.75","2","129614781","6585114103","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX474113","GSM1331346: Control riboseq, replicate 2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2000","GEO","SRP038695","Ribosome profiling data obtained from HEK293T cells 30 minutes after treatment with arsenite to a final concentration of 40 µM","SRS560103","","4164.24","2","101940669","5218825693","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX474111","GSM1331344: Arsenite riboseq, replicate 1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina MiSeq","GEO","SRP038695","Ribosome profiling data obtained from HEK293T cells 30 minutes after treatment with arsenite to a final concentration of 40 µM","SRS560101","","392.24","1","23747956","783682548","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX474109","GSM1331342: Control riboseq, replicate 1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina MiSeq","GEO","SRP038695","Ribosome profiling data obtained from HEK293T cells 30 minutes after treatment with arsenite to a final concentration of 40 µM","SRS560099","","375.13","1","24061850","794041050","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX217962","GSM794860: 3T3-8hrs-mild-2hrs-severe-HS-Riboseq; Mus musculus; RNA-Seq","Mus musculus","Illumina Genome Analyzer II","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS386211","","2625.08","1","97287627","3891505080","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX217961","GSM794859: 3T3-2hrs-severe-HS-Riboseq-rep2; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS386210","","2393.68","1","86455287","3458211480","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX217960","GSM794858: 3T3-8hrs-mild-HS-Riboseq-rep2; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS386209","","2748.48","1","99189999","3967599960","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX217959","GSM794857: 3T3-Control-Riboseq-rep2; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS386208","","2612.8","1","92846591","3713863640","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX217958","GSM794856: 3T3-2hrs-severe-HS-Riboseq; Mus musculus; RNA-Seq","Mus musculus","Illumina Genome Analyzer II","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS386207","","1124.6","1","49598303","1785538908","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX217956","GSM794854: 3T3-Control-Riboseq; Mus musculus; RNA-Seq","Mus musculus","Illumina Genome Analyzer II","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS386205","","435.37","1","16526261","594945396","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX217031","GSM1063578: 293T_Hspa1a_2hrs_severe_Heat_Shock; Homo sapiens; RNA-Seq","Homo sapiens","Illumina Genome Analyzer II","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS385798","","2143.95","1","100614542","3622123512","","RNA-Seq","TRANSCRIPTOMIC","other"
"SRX217030","GSM1063577: 293T_Hspa1a; Homo sapiens; RNA-Seq","Homo sapiens","Illumina Genome Analyzer II","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS385797","","1935.74","1","92525256","3330909216","","RNA-Seq","TRANSCRIPTOMIC","other"
"SRX217029","GSM1063576: 293T_GFP_2hrs_severe_Heat_Shock; Homo sapiens; RNA-Seq","Homo sapiens","Illumina Genome Analyzer II","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS385796","","2034.93","1","95471801","3436984836","","RNA-Seq","TRANSCRIPTOMIC","other"
"SRX217028","GSM1063575: 293T_GFP; Homo sapiens; RNA-Seq","Homo sapiens","Illumina Genome Analyzer II","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS385795","","1096.67","1","50184481","1806641316","","RNA-Seq","TRANSCRIPTOMIC","other"
"SRX217027","GSM1063574: 3T3-Hsp70_inhibitor_3hr; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP017942","Widespread regulation of translation by elongation pausing in heat shock","SRS385794","","3985.7","1","148313823","5932552920","","RNA-Seq","TRANSCRIPTOMIC","other"
"SRX17596679","GSM6586866: Riboseq - RKO cells - arg fed rep 3; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","University of Pittsburgh","SRP397502","Ribosome dynamics following arginine deprivation in colon cancer cells","SRS15133471","","2034.64","1","33507379","4256100691","GSM6586866","OTHER","TRANSCRIPTOMIC","other"
"SRX17596678","GSM6586865: Riboseq - RKO cells - arg fed rep 2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","University of Pittsburgh","SRP397502","Ribosome dynamics following arginine deprivation in colon cancer cells","SRS15133470","","1392.85","1","22948925","2866056934","GSM6586865","OTHER","TRANSCRIPTOMIC","other"
"SRX17596677","GSM6586864: Riboseq - RKO cells - arg fed rep 1; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","University of Pittsburgh","SRP397502","Ribosome dynamics following arginine deprivation in colon cancer cells","SRS15133469","","2258.65","1","36989777","4718528400","GSM6586864","OTHER","TRANSCRIPTOMIC","other"
"SRX17596676","GSM6586863: Riboseq - RKO cells - arg starved rep 3; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","University of Pittsburgh","SRP397502","Ribosome dynamics following arginine deprivation in colon cancer cells","SRS15133468","","1779.48","1","29418207","3683977068","GSM6586863","OTHER","TRANSCRIPTOMIC","other"
"SRX17596675","GSM6586862: Riboseq - RKO cells - arg starved rep 2; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","University of Pittsburgh","SRP397502","Ribosome dynamics following arginine deprivation in colon cancer cells","SRS15133467","","1624.69","1","26810239","3403083545","GSM6586862","OTHER","TRANSCRIPTOMIC","other"
"SRX17596674","GSM6586861: Riboseq - RKO cells - arg starved rep 1; Homo sapiens; OTHER","Homo sapiens","NextSeq 500","University of Pittsburgh","SRP397502","Ribosome dynamics following arginine deprivation in colon cancer cells","SRS15133466","","1887.28","1","31025645","3948985657","GSM6586861","OTHER","TRANSCRIPTOMIC","other"
"SRX16340462","GSM6347759: riboseq analysis in hela cells treated with u1 amo; Homo sapiens; OTHER","Homo sapiens","Illumina NovaSeq 6000","school of medicine, sysu","SRP353938","ribo-seq in control and U1 AMO treated HeLa cells","SRS13978465","","444.85","1","31209544","1560477200","GSM6347759","OTHER","TRANSCRIPTOMIC","other"
"SRX16340461","GSM6347758: riboseq analysis in hela cells treated with control amo; Homo sapiens; OTHER","Homo sapiens","Illumina NovaSeq 6000","school of medicine, sysu","SRP353938","ribo-seq in control and U1 AMO treated HeLa cells","SRS13978464","","466.39","1","30908368","1545418400","GSM6347758","OTHER","TRANSCRIPTOMIC","other"
"SRX16174095","GSM6336921: wild-type, RNaseI, RNA-seq, Replicate 1; Haloferax volcanii; RNA-Seq","Haloferax volcanii","NextSeq 500","Bioinformatics Group (AG Backofen), Department of ","SRP386192","Revealing the small proteome of Haloferax volcanii by ribosome profiling and small-protein optimised mass spectrometry","SRS13835899","","865.42","1","28677238","2179470088","GSM6336921","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX16174094","GSM6336920: wild-type, MNase, RNA-seq, Replicate 2; Haloferax volcanii; RNA-Seq","Haloferax volcanii","NextSeq 500","Bioinformatics Group (AG Backofen), Department of ","SRP386192","Revealing the small proteome of Haloferax volcanii by ribosome profiling and small-protein optimised mass spectrometry","SRS13835898","","719.76","1","22835463","1735495188","GSM6336920","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX16174093","GSM6336919: wild-type, MNase, RNA-seq, Replicate 1; Haloferax volcanii; RNA-Seq","Haloferax volcanii","NextSeq 500","Bioinformatics Group (AG Backofen), Department of ","SRP386192","Revealing the small proteome of Haloferax volcanii by ribosome profiling and small-protein optimised mass spectrometry","SRS13835897","","621.76","1","20447521","1554011596","GSM6336919","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX16174092","GSM6336918: wild-type, RNaseI, RIBO-seq, Replicate 1; Haloferax volcanii; OTHER","Haloferax volcanii","NextSeq 500","Bioinformatics Group (AG Backofen), Department of ","SRP386192","Revealing the small proteome of Haloferax volcanii by ribosome profiling and small-protein optimised mass spectrometry","SRS13835896","","763.85","1","24541930","1865186680","GSM6336918","OTHER","TRANSCRIPTOMIC","other"
"SRX16174091","GSM6336917: wild-type, MNase, RIBO-seq, Replicate 2; Haloferax volcanii; OTHER","Haloferax volcanii","NextSeq 500","Bioinformatics Group (AG Backofen), Department of ","SRP386192","Revealing the small proteome of Haloferax volcanii by ribosome profiling and small-protein optimised mass spectrometry","SRS13835895","","614.74","1","19878881","1510794956","GSM6336917","OTHER","TRANSCRIPTOMIC","other"
"SRX16174090","GSM6336916: wild-type, MNase, RIBO-seq, Replicate 1; Haloferax volcanii; OTHER","Haloferax volcanii","NextSeq 500","Bioinformatics Group (AG Backofen), Department of ","SRP386192","Revealing the small proteome of Haloferax volcanii by ribosome profiling and small-protein optimised mass spectrometry","SRS13835894","","639.19","1","20956688","1592708288","GSM6336916","OTHER","TRANSCRIPTOMIC","other"
"SRX15799014","GSM6255294: wild-type, RNA-seq, Replicate 2; Sinorhizobium meliloti 2011; RNA-Seq","Sinorhizobium meliloti 2011","NextSeq 500","AG Evguenieva-Hackenberg, Institut für Mikrobiolog","SRP382728","The small proteome of the nitrogen-fixing plant symbiont Sinorhizobium meliloti","SRS13491358","","614.77","1","21629377","1643832652","GSM6255294","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15799013","GSM6255293: wild-type, RIBO-seq, Replicate 2; Sinorhizobium meliloti 2011; RNA-Seq","Sinorhizobium meliloti 2011","NextSeq 500","AG Evguenieva-Hackenberg, Institut für Mikrobiolog","SRP382728","The small proteome of the nitrogen-fixing plant symbiont Sinorhizobium meliloti","SRS13491357","","578.11","1","21331756","1621213456","GSM6255293","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15799012","GSM6255292: wild-type, RNA-seq, Replicate 1; Sinorhizobium meliloti 2011; RNA-Seq","Sinorhizobium meliloti 2011","NextSeq 500","AG Evguenieva-Hackenberg, Institut für Mikrobiolog","SRP382728","The small proteome of the nitrogen-fixing plant symbiont Sinorhizobium meliloti","SRS13491356","","563.37","1","17390953","1321712428","GSM6255292","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX15799011","GSM6255291: wild-type, RIBO-seq, Replicate 1; Sinorhizobium meliloti 2011; RNA-Seq","Sinorhizobium meliloti 2011","NextSeq 500","AG Evguenieva-Hackenberg, Institut für Mikrobiolog","SRP382728","The small proteome of the nitrogen-fixing plant symbiont Sinorhizobium meliloti","SRS13491355","","554.92","1","17510178","1330773528","GSM6255291","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX14251545","GSM5808101: IFNb 2h 6 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071382","","811.04","1","34184840","1743426840","GSM5808101","OTHER","TRANSCRIPTOMIC","other"
"SRX14251544","GSM5808100: Control 2h 6 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071381","","989.69","1","42022002","2143122102","GSM5808100","OTHER","TRANSCRIPTOMIC","other"
"SRX14251543","GSM5808099: IFNb 2h 5 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071380","","904.22","1","38715346","1974482646","GSM5808099","OTHER","TRANSCRIPTOMIC","other"
"SRX14251542","GSM5808098: Control 2h 5 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071379","","1013.99","1","43415767","2214204117","GSM5808098","OTHER","TRANSCRIPTOMIC","other"
"SRX14251541","GSM5808097: IFNb 2h 3 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071378","","671","1","28216105","1439021355","GSM5808097","OTHER","TRANSCRIPTOMIC","other"
"SRX14251540","GSM5808096: Control 2h 3 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071377","","847.63","1","35736624","1822567824","GSM5808096","OTHER","TRANSCRIPTOMIC","other"
"SRX14251539","GSM5808095: IFNb 2h 2 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071376","","963.66","1","41016208","2091826608","GSM5808095","OTHER","TRANSCRIPTOMIC","other"
"SRX14251538","GSM5808094: Control 2h 2 Footprint; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071375","","999.95","1","42594258","2172307158","GSM5808094","OTHER","TRANSCRIPTOMIC","other"
"SRX14251537","GSM5808093: IFNb 14h 2 RNA; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071374","","1456.93","1","64241182","3276300282","GSM5808093","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX14251536","GSM5808092: Control 14h 2 RNA; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071373","","1542","1","67314934","3433061634","GSM5808092","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX14251535","GSM5808091: IFNb 14h 1 RNA; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071372","","1442.97","1","61851904","3154447104","GSM5808091","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX14251534","GSM5808090: Control 14h 1 RNA; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071371","","1381.12","1","59799194","3049758894","GSM5808090","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX14251533","GSM5808089: IFNb 14h 4 RNA; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071370","","1081.32","1","51255577","2614034427","GSM5808089","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX14251532","GSM5808088: Control 14h 4 RNA; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 4000","Molecular Neurobiology, German Cancer Research Cen","SRP360964","RiboSeq of Interferon-ß treated neural stem cells","SRS12071369","","959.66","1","45488910","2319934410","GSM5808088","RNA-Seq","TRANSCRIPTOMIC","cDNA"
