"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3744028","Ribo-seq of Arabidopsis thaliana: Midday rep 1 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000509","","474.74","1","14991898","1514181698","Ribo-seq Midday rep 1 At","OTHER","TRANSCRIPTOMIC","other"
"SRX3744027","Ribo-seq of Zea mays: Lincomycin 12 min in Dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000508","","464.85","1","20406786","1550915736","Ribo-seq Lincomycin 12 min in Dark rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744026","Ribo-seq of Zea mays: Lincomycin 30 min in Dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000528","","924.56","1","41411333","3147261308","Ribo-seq Lincomycin 30 min in Dark rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744025","Ribo-seq of Arabidopsis thaliana: Before Dawn rep 2 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000516","","614.92","1","19661238","1985785038","Ribo-seq Before Dawn rep 2 At","OTHER","TRANSCRIPTOMIC","other"
"SRX3744024","Ribo-seq of Arabidopsis thaliana: Midday rep 2 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000507","","443.6","1","13992662","1413258862","Ribo-seq Midday rep 2 At","OTHER","TRANSCRIPTOMIC","other"
"SRX3744022","Ribo-seq of Zea mays: Midday rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000505","","1449.02","1","45407161","4586123261","Ribo-seq Midday rep 2 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744020","Ribo-seq of Zea mays: Dawn Dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000506","","987.2","1","30997304","3130727704","Ribo-seq Dawn Dark rep 2 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744018","Ribo-seq of Zea mays: Dawn Light rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000503","","1924.31","1","60503867","6110890567","Ribo-seq Dawn Light rep 2 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744017","Ribo-seq of Zea mays: Reillumination rep 1","Zea mays","Illumina HiSeq 2500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000502","","749.93","1","22662023","1155763173","Ribo-seq Reillumination rep 1 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744016","Ribo-seq of Zea mays: Reillumination rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000502","","2611.72","1","82945874","8377533274","Ribo-seq Reillumination rep 1 run2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744015","Ribo-seq of Zea mays: 1h Dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000489","","3995.66","1","127430699","12870500599","Ribo-seq 1h Dark rep 1 run2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744012","Ribo-seq of Zea mays: 1h Dark rep 3","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000500","","1056.47","1","32177959","3249973859","Ribo-seq 1h Dark rep 3 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744010","Ribo-seq of Zea mays: Reillumination rep 3","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000499","","989.4","1","30050110","3035061110","Ribo-seq Reillumination rep 3 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744008","Ribo-seq of Zea mays: Light-to-dark 0 min","Zea mays","NextSeq 500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000498","","393.18","1","14310601","1202090484","Ribo-seq Light-to-dark 0 min","OTHER","TRANSCRIPTOMIC","other"
"SRX3744007","Ribo-seq of Zea mays: Light-to-dark 10 min rep 1","Zea mays","NextSeq 500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000497","","420.64","1","15292396","1284561264","Ribo-seq Light-to-dark 10 min rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744006","Ribo-seq of Zea mays: Light-to-dark 10 min rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000512","","584.24","1","27456525","2059239375","Ribo-seq Light-to-dark 10 min rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744005","Ribo-seq of Zea mays: Light-to-dark 30 min","Zea mays","NextSeq 500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000495","","588.55","1","21297691","1789006044","Ribo-seq Light-to-dark 30 min","OTHER","TRANSCRIPTOMIC","other"
"SRX3744004","Ribo-seq of Zea mays: Light-to-dark 60 min","Zea mays","NextSeq 500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000494","","450.35","1","16357839","1374058476","Ribo-seq Light-to-dark 60 min","OTHER","TRANSCRIPTOMIC","other"
"SRX3744003","Ribo-seq of Arabidopsis thaliana: Reillumination rep 2 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000493","","518.26","1","16488217","1665309917","Ribo-seq Reillumination rep 2 At","OTHER","TRANSCRIPTOMIC","other"
"SRX3744002","Ribo-seq of Zea mays: Midday rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000492","","3748.22","1","120101469","12130248369","Ribo-seq Midday rep 1 run2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744001","Ribo-seq of Zea mays: Dawn Dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000491","","2369.17","1","75462092","7621671292","Ribo-seq Dawn Dark rep 1 run2","OTHER","TRANSCRIPTOMIC","other"
"SRX3743998","Ribo-seq of Zea mays: Dawn Dark rep 1","Zea mays","Illumina HiSeq 2500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000491","","967.28","1","29402756","1499540556","Ribo-seq Dawn Dark rep 1 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3743997","Ribo-seq of Zea mays: Dawn Light rep 1","Zea mays","Illumina HiSeq 2500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000490","","547.56","1","16292327","830908677","Ribo-seq Dawn Light rep 1 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3743996","Ribo-seq of Zea mays: Dawn Light rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000490","","2334.34","1","74803943","7555198243","Ribo-seq Dawn Light rep 1 run2","OTHER","TRANSCRIPTOMIC","other"
"SRX3743994","Ribo-seq of Zea mays: 1h Dark rep 1","Zea mays","Illumina HiSeq 2500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000489","","832.56","1","25080754","1279118454","Ribo-seq 1h Dark rep 1 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3733888","Ribo_stress_rep1","Saccharomyces cerevisiae","Illumina MiSeq","Hospital del Mar Research Institute","SRP133282","RNA sequencing data from baker''s yeast","SRS2990919","","2292.71","1","73803077","5246492616","Ribo_stress_rep1","OTHER","TRANSCRIPTOMIC","unspecified"
"SRX3733887","Ribo_stress_rep2","Saccharomyces cerevisiae","Illumina MiSeq","Hospital del Mar Research Institute","SRP133282","RNA sequencing data from baker''s yeast","SRS2990919","","2334.56","1","74759867","5314508397","Ribo_stress_rep2","OTHER","TRANSCRIPTOMIC","unspecified"
"SRX3733886","Ribo_normal_rep1","Saccharomyces cerevisiae","Illumina MiSeq","Hospital del Mar Research Institute","SRP133282","RNA sequencing data from baker''s yeast","SRS2990919","","2277.69","1","73661570","5253615161","Ribo_normal_rep1","OTHER","TRANSCRIPTOMIC","unspecified"
"SRX3733885","Ribo_normal_rep2","Saccharomyces cerevisiae","Illumina MiSeq","Hospital del Mar Research Institute","SRP133282","RNA sequencing data from baker''s yeast","SRS2990919","","2280.36","1","73166338","5196847070","Ribo_normal_rep2","OTHER","TRANSCRIPTOMIC","unspecified"
"SRX3633676","GSM2973656: Escherichia coli JW2553 (EF4 mutant)_replicate 2 (Ribo-Seq); Escherichia coli; OTHER","Escherichia coli","Illumina HiSeq 2500","GEO","SRP131851","Potassium tellurite exerts its toxicity on ribosome in Escherichia coli","SRS2900270","","238.65","1","5181903","647737875","","OTHER","TRANSCRIPTOMIC","other"
"SRX3633675","GSM2973655: Escherichia coli JW2553 (EF4 mutant)_replicate 1 (Ribo-Seq); Escherichia coli; OTHER","Escherichia coli","Illumina HiSeq 2500","GEO","SRP131851","Potassium tellurite exerts its toxicity on ribosome in Escherichia coli","SRS2900269","","222.79","1","5050528","631316000","","OTHER","TRANSCRIPTOMIC","other"
"SRX3633674","GSM2973654: Escherichia coli BW25113_replicate 2 (Ribo-Seq); Escherichia coli; OTHER","Escherichia coli","Illumina HiSeq 2500","GEO","SRP131851","Potassium tellurite exerts its toxicity on ribosome in Escherichia coli","SRS2900268","","258.8","1","5755429","719428625","","OTHER","TRANSCRIPTOMIC","other"
"SRX3633673","GSM2973653: Escherichia coli BW25113_replicate 1 (Ribo-Seq); Escherichia coli; OTHER","Escherichia coli","Illumina HiSeq 2500","GEO","SRP131851","Potassium tellurite exerts its toxicity on ribosome in Escherichia coli","SRS2900267","","269.76","1","6297815","787226875","","OTHER","TRANSCRIPTOMIC","other"
"ERX2256438","NextSeq 500 sequencing; Ribosome profiling of the retrovirus murine leukemia virus","Rattus norvegicus","NextSeq 500","","ERP105321","Ribosome profiling of the retrovirus murine leukemia virus","ERS2013948","","147.15","1","11326057","306768073","RiboSeq-CHX-2_s","OTHER","TRANSCRIPTOMIC","other"
"ERX2256436","Illumina HiSeq 2000 sequencing; Ribosome profiling of the retrovirus murine leukemia virus","Rattus norvegicus","Illumina HiSeq 2000","","ERP105321","Ribosome profiling of the retrovirus murine leukemia virus","ERS2013946","","436.77","1","29880691","918985348","RiboSeq-HAR_s","OTHER","TRANSCRIPTOMIC","other"
"ERX2256435","Illumina HiSeq 2000 sequencing; Ribosome profiling of the retrovirus murine leukemia virus","Rattus norvegicus","Illumina HiSeq 2000","","ERP105321","Ribosome profiling of the retrovirus murine leukemia virus","ERS2013945","","865.85","1","62327174","1889305290","RiboSeq-CHX-1_s","OTHER","TRANSCRIPTOMIC","other"
"ERX2256433","NextSeq 500 sequencing; Ribosome profiling of the retrovirus murine leukemia virus","Rattus norvegicus","NextSeq 500","","ERP105321","Ribosome profiling of the retrovirus murine leukemia virus","ERS2013943","","106.67","1","7925554","229108181","Mock-RiboSeq-CHX-2_s","OTHER","TRANSCRIPTOMIC","other"
"ERX2256431","Illumina HiSeq 2000 sequencing; Ribosome profiling of the retrovirus murine leukemia virus","Rattus norvegicus","Illumina HiSeq 2000","","ERP105321","Ribosome profiling of the retrovirus murine leukemia virus","ERS2013938","","1049.22","1","43087035","1347230056","Mock-RiboSeq-CHX-1_s","OTHER","TRANSCRIPTOMIC","other"
"SRX3461721","GSM2883485: R3_Ribo_+iFGFR1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749876","","2762.59","2","102371617","5118580850","","OTHER","TRANSCRIPTOMIC","other"
"SRX3461720","GSM2883483: R1_Ribo_+iFGFR1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749877","","4655.98","2","195356768","9767838400","","OTHER","TRANSCRIPTOMIC","other"
"SRX3461719","GSM2883482: R3_Ribo_-iFGFR1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749878","","3550.67","2","131368230","6568411500","","OTHER","TRANSCRIPTOMIC","other"
"SRX3461718","GSM2883481: R2_Ribo_-iFGFR1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749874","","2559.57","2","92405677","4620283850","","OTHER","TRANSCRIPTOMIC","other"
"SRX3461717","GSM2883480: R1_Ribo_-iFGFR1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749875","","1798.07","2","74275002","3713750100","","OTHER","TRANSCRIPTOMIC","other"
"SRX3461716","GSM2883479: R3_RNA_+iFGFR1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749873","","10666.46","2","90149432","18210185264","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3461715","GSM2883478: R2_RNA_+iFGFR1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749883","","12766.98","2","108501918","21917387436","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3461714","GSM2883477: R1_RNA_+iFGFR1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749881","","24597.64","2","217948549","44025606898","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3461713","GSM2883476: R3_RNA_-iFGFR1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749872","","11682.31","2","98365572","19869845544","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3461712","GSM2883475: R2_RNA_-iFGFR1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749871","","14008.35","2","118250949","23886691698","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3461711","GSM2883474: R1_RNA_-iFGFR1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749870","","26358.51","2","233742837","47216053074","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3461710","GSM2883484: R2_Ribo_+iFGFR1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP126508","Translation cooperation of FGF and WNT signaling","SRS2749869","","2477.45","2","91469249","4573462450","","OTHER","TRANSCRIPTOMIC","other"
"SRX3445559","GSM2877030: Ribo-seq, dRPF; Saccharomyces cerevisiae; RNA-Seq","Saccharomyces cerevisiae","NextSeq 500","GEO","SRP126173","The extent of ribosome queuing in budding yeast","SRS2735967","","388.36","4","19967503","990871861","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3445558","GSM2877029: Ribo-seq, mRPF; Saccharomyces cerevisiae; RNA-Seq","Saccharomyces cerevisiae","NextSeq 500","GEO","SRP126173","The extent of ribosome queuing in budding yeast","SRS2735966","","861.71","16","43155486","2268079020","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3422616","RNA-seq of Homo sapiens: Low encoding group","Homo sapiens","Illumina HiSeq 2500","Peking University Health Science Center","SRP125641","Homo sapiens Raw sequence reads","SRS2714275","","96.56","1","3949088","197454400","2017112503","OTHER","OTHER","PCR"
"SRX3422615","RNA-seq of Homo sapiens: Nucleotide Bias","Homo sapiens","Illumina HiSeq 2500","Peking University Health Science Center","SRP125641","Homo sapiens Raw sequence reads","SRS2714274","","19.97","1","873454","43672700","2017112504","OTHER","OTHER","PCR"
"SRX3422614","RNA-seq of Homo sapiens: High encoding group","Homo sapiens","Illumina HiSeq 2500","Peking University Health Science Center","SRP125641","Homo sapiens Raw sequence reads","SRS2714273","","33.68","1","1322121","66106050","2017112501","OTHER","OTHER","PCR"
"SRX3422613","RNA-seq of Homo sapiens: Medium encoding group","Homo sapiens","Illumina HiSeq 2500","Peking University Health Science Center","SRP125641","Homo sapiens Raw sequence reads","SRS2714272","","110.57","1","4477373","223868650","2017112502","OTHER","OTHER","PCR"
"SRX3421855","GSM2864869: ribo_footprints_mazF_25m; Escherichia coli; OTHER","Escherichia coli","NextSeq 500","GEO","SRP125609","E. coli MazF does not create specialized ribosomes that translate leaderless mRNAs, but instead blocks rRNA maturation and ribosome biogenesis [Ribo-Seq]","SRS2713616","","2680.96","1","99556339","6869387391","","OTHER","TRANSCRIPTOMIC","other"
"SRX3421854","GSM2864868: ribo_footprints_mazF_5m; Escherichia coli; OTHER","Escherichia coli","NextSeq 500","GEO","SRP125609","E. coli MazF does not create specialized ribosomes that translate leaderless mRNAs, but instead blocks rRNA maturation and ribosome biogenesis [Ribo-Seq]","SRS2713617","","2280.8","1","84991718","5864428542","","OTHER","TRANSCRIPTOMIC","other"
