Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,source_name,GEO_Accession (exp),Library Name,TISSUE,Strain,Cell_type,Cell_line,TREATMENT,Age,Genotype,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,common_name,Broker_name,sex,BioSampleModel,molecule_subtype,REPLICATE,Organism_part,disease,Fraction,infect,inhibitors,internal_animal_id,Cultivar,Developmental_stage,Experimental_Factor:_infect (exp),sirna,Isolate,protocol,TIME_POINT,dev_stage,injection_route,SAMPLE_TYPE,BIOMATERIAL_PROVIDER,Experimental_Factor:_genotype (exp),rna_processing,sequencing_protocol,assay,Biological_Repeat,compound,Experimental_Factor:_protocol (exp),experiment_type,LINE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,molecule_type,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent_Code,Ecotype,gap_accession,study_design,study_name,subject_is_affected,submitted_subject_id,BREED,Experimental_Factor:_compound (exp),Experimental_Factor:_MHV-A59 (exp),Experimental_Factor:_cycloheximide (exp),stress_type,agent,study_disease,growth_condition,rna_fraction,spike-in,oldname,tissue_source,genotype/variation,AssemblyName,BioSample_ID,Clone,collected_by,gender,rpl10_form,disease_stage,ethinicity,Collection_Date,Experimental_Factor:_1 (exp),Experimental_Factor:_harringtonine_+_cycloheximide (exp),cell_subtype,environmental_history,Experimental_Factor:_8 (exp),Experimental_Factor:_Mock (exp),Experimental_Factor:_sampling_time_point (exp),Molecule,profiling,rna_population,sample_treatment,Stage,strategy,viral_strain,assay_type,assay_types,genetic_modification,substrain,Day,library_strategy,Experimental_Factor:_dose (exp),experimental_factor:_infection,stimulation,transduced,assayed_molecule,Experimental_Factor:_stimulus (exp),Experimental_Factor:_strain (exp),HOST,Isolation_Source,Replicates,Replication,treatment_of_lysate
SRR15513176,RNA-Seq,29,970372482,PRJNA756018,SAMN20849913,483266836,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11811970,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:28:00Z,1,GSM5527701,SRP333128,TGF-beta treated normal human fibroblast,GSM5527701,,,,Fibroblast,,TGF-B stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513177,RNA-Seq,29,1028130547,PRJNA756018,SAMN20849914,458652270,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX11811971,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:56:00Z,1,GSM5527702,SRP333128,TGF-beta + anti-IL-11 antibody treated normal human fibroblast,GSM5527702,,,,Fibroblast,,TGF-B stimulated and anti-IL11 antibody treatment,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513178,RNA-Seq,30,1250265835,PRJNA756018,SAMN20849872,610841117,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX11811972,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:51:00Z,1,GSM5527703,SRP333128,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,GSM5527703,,,,Fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513179,RNA-Seq,29,830410100,PRJNA756018,SAMN20849873,401622779,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX11811973,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:34:00Z,1,GSM5527704,SRP333128,untreated normal human fibroblast,GSM5527704,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513180,RNA-Seq,35,1102005267,PRJNA756018,SAMN20849874,456039044,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX11811974,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:56:00Z,1,GSM5527705,SRP333128,untreated normal human fibroblast,GSM5527705,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513182,RNA-Seq,35,1069341179,PRJNA756018,SAMN20849876,439830783,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX11811976,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:55:00Z,1,GSM5527707,SRP333128,IL11 treated normal human fibroblast,GSM5527707,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513183,RNA-Seq,28,1121450025,PRJNA756018,SAMN20849877,550176525,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX11811977,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:47:00Z,1,GSM5527708,SRP333128,TGF-beta treated normal human fibroblast,GSM5527708,,,,Fibroblast,,TGF-B stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513184,RNA-Seq,28,731678069,PRJNA756018,SAMN20849878,360188613,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11811978,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T20:59:00Z,1,GSM5527709,SRP333128,TGF-beta + anti-IL-11 antibody treated normal human fibroblast,GSM5527709,,,,Fibroblast,,TGF-B stimulated and anti-IL11 antibody treatment,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513185,RNA-Seq,28,870492756,PRJNA756018,SAMN20849879,427802088,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX11811979,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:10:00Z,1,GSM5527710,SRP333128,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,GSM5527710,,,,Fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513186,RNA-Seq,28,959982777,PRJNA756018,SAMN20849880,471486400,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX11811980,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:24:00Z,1,GSM5527711,SRP333128,untreated normal human fibroblast,GSM5527711,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513187,RNA-Seq,29,1955385940,PRJNA756018,SAMN20849881,939037786,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX11811981,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-19T00:11:00Z,1,GSM5527712,SRP333128,IL11 treated normal human fibroblast,GSM5527712,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513188,RNA-Seq,28,762018618,PRJNA756018,SAMN20849882,373066467,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX11811982,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T20:59:00Z,1,GSM5527713,SRP333128,TGF-beta treated normal human fibroblast,GSM5527713,,,,Fibroblast,,TGF-B stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513189,RNA-Seq,28,654126423,PRJNA756018,SAMN20849883,320778019,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX11811983,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T20:35:00Z,1,GSM5527714,SRP333128,TGF-beta + anti-IL-11 antibody treated normal human fibroblast,GSM5527714,,,,Fibroblast,,TGF-B stimulated and anti-IL11 antibody treatment,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513190,RNA-Seq,28,777562555,PRJNA756018,SAMN20849884,380766424,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11811984,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:00:00Z,1,GSM5527715,SRP333128,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,GSM5527715,,,,Fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513191,RNA-Seq,35,1080851272,PRJNA756018,SAMN20849885,441264407,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX11811985,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:57:00Z,1,GSM5527716,SRP333128,untreated normal human fibroblast,GSM5527716,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513192,RNA-Seq,35,1111627496,PRJNA756018,SAMN20849886,459359184,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX11811986,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:56:00Z,1,GSM5527717,SRP333128,IL11 treated normal human fibroblast,GSM5527717,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513193,RNA-Seq,35,1071209829,PRJNA756018,SAMN20849887,435974867,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX11811987,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:56:00Z,1,GSM5527718,SRP333128,untreated normal human fibroblast,GSM5527718,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513194,RNA-Seq,35,1085521331,PRJNA756018,SAMN20849888,440613527,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11811988,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:53:00Z,1,GSM5527719,SRP333128,IL11 treated normal human fibroblast,GSM5527719,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513195,RNA-Seq,35,1023706223,PRJNA756018,SAMN20849889,410285379,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX11811989,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:54:00Z,1,GSM5527720,SRP333128,untreated normal human fibroblast,GSM5527720,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513196,RNA-Seq,35,1095860084,PRJNA756018,SAMN20849890,450121471,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX11811990,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:54:00Z,1,GSM5527721,SRP333128,IL11 treated normal human fibroblast,GSM5527721,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513197,RNA-Seq,35,1242167524,PRJNA756018,SAMN20849891,541097880,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX11811991,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:57:00Z,1,GSM5527722,SRP333128,untreated human aortic endothelial cells,GSM5527722,,,,HA_EC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513198,RNA-Seq,35,1216179719,PRJNA756018,SAMN20849892,525245810,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX11811992,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:01:00Z,1,GSM5527723,SRP333128,untreated human aortic endothelial cells,GSM5527723,,,,HA_EC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513199,RNA-Seq,35,1009471215,PRJNA756018,SAMN20849893,444778463,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX11811993,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:53:00Z,1,GSM5527724,SRP333128,untreated human aortic endothelial cells,GSM5527724,,,,HA_EC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513200,RNA-Seq,35,1966843094,PRJNA756018,SAMN20849894,903567324,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX11811994,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:02:00Z,1,GSM5527725,SRP333128,untreated human aortic endothelial cells,GSM5527725,,,,HA_EC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513201,RNA-Seq,35,907382819,PRJNA756018,SAMN20849895,419310153,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX11811995,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:54:00Z,1,GSM5527726,SRP333128,untreated human aortic endothelial cells,GSM5527726,,,,HA_EC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513202,RNA-Seq,35,679627869,PRJNA756018,SAMN20849896,315812291,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11811996,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:52:00Z,1,GSM5527727,SRP333128,untreated human aortic endothelial cells,GSM5527727,,,,HA_EC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513203,RNA-Seq,35,6820098338,PRJNA756018,SAMN20849897,3059108760,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11811997,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:39:00Z,1,GSM5527728,SRP333128,untreated human coronary artery endothelial cells,GSM5527728,,,,HCAEC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513204,RNA-Seq,35,1265580935,PRJNA756018,SAMN20849898,614582310,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX11811998,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:57:00Z,1,GSM5527729,SRP333128,untreated human coronary artery endothelial cells,GSM5527729,,,,HCAEC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513205,RNA-Seq,35,8516293653,PRJNA756018,SAMN20849899,3814502830,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX11811999,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T18:00:00Z,1,GSM5527730,SRP333128,untreated human coronary artery endothelial cells,GSM5527730,,,,HCAEC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513206,RNA-Seq,35,1482846135,PRJNA756018,SAMN20849900,720597179,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX11812000,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:56:00Z,1,GSM5527731,SRP333128,untreated human coronary artery endothelial cells,GSM5527731,,,,HCAEC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513207,RNA-Seq,35,1408936189,PRJNA756018,SAMN20849901,692214201,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11812001,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:58:00Z,1,GSM5527732,SRP333128,untreated human coronary artery endothelial cells,GSM5527732,,,,HCAEC,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513208,RNA-Seq,35,6424917495,PRJNA756018,SAMN20849925,2986328643,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX11812002,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T19:01:00Z,1,GSM5527733,SRP333128,untreated normal human hepatocytes,GSM5527733,,,,Hepatocytes,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513209,RNA-Seq,35,5014305398,PRJNA756018,SAMN20849926,2264141660,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX11812003,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:25:00Z,1,GSM5527734,SRP333128,untreated normal human hepatocytes,GSM5527734,,,,Hepatocytes,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513210,RNA-Seq,35,11427255375,PRJNA756018,SAMN20849927,5163925640,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX11812004,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T18:03:00Z,1,GSM5527735,SRP333128,untreated normal human hepatocytes,GSM5527735,,,,Hepatocytes,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513211,RNA-Seq,35,4438520320,PRJNA756018,SAMN20849928,1952391624,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX11812005,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:23:00Z,1,GSM5527736,SRP333128,untreated normal human hepatocytes,GSM5527736,,,,Hepatocytes,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
